瘤痢,瘤痢疙,老矫,乞闭 10cm 瘤吝柯档(∑C)
184,力林,2025-06-13,24.1
184,力林,2025-06-14,25.4
184,力林,2025-06-15,25.7
184,力林,2025-06-16,25.7
184,力林,2025-06-17,25.9
184,力林,2025-06-18,26.6
184,力林,2025-06-19,27.6
184,力林,2025-06-20,27.7
184,力林,2025-06-21,27.8
184,力林,2025-06-22,26.9
184,力林,2025-06-23,26.5
184,力林,2025-06-24,26.7
184,力林,2025-06-25,26.7
184,力林,2025-06-26,27.8
184,力林,2025-06-27,28.9
184,力林,2025-06-28,30.1
184,力林,2025-06-29,30.8
184,力林,2025-06-30,31.3
184,力林,2025-07-01,31.9
184,力林,2025-07-02,32.3
184,力林,2025-07-03,32.4
184,力林,2025-07-04,32.4
184,力林,2025-07-05,32.7
184,力林,2025-07-06,33
184,力林,2025-07-07,33.1
184,力林,2025-07-08,33.1
184,力林,2025-07-09,31.8
184,力林,2025-07-10,30.9
184,力林,2025-07-11,29.5
184,力林,2025-07-12,28.2
184,力林,2025-07-13,26.7
184,力林,2025-07-14,27.4
184,力林,2025-07-15,28.7
184,力林,2025-07-16,28.2
184,力林,2025-07-17,29.2
184,力林,2025-07-18,29.4
184,力林,2025-07-19,29.5
184,力林,2025-07-20,30.3
184,力林,2025-07-21,31
184,力林,2025-07-22,31.4
184,力林,2025-07-23,31.7
184,力林,2025-07-24,32
184,力林,2025-07-25,32.2
184,力林,2025-07-26,32.5
184,力林,2025-07-27,32.4
184,力林,2025-07-28,32.6
184,力林,2025-07-29,32.8
184,力林,2025-07-30,31.5
184,力林,2025-07-31,31.8
184,力林,2025-08-01,32.6
184,力林,2025-08-02,33.2
184,力林,2025-08-03,32.1
184,力林,2025-08-04,31.7
184,力林,2025-08-05,32.6
184,力林,2025-08-06,33.1
184,力林,2025-08-07,32.5
184,力林,2025-08-08,32.2
184,力林,2025-08-09,31
184,力林,2025-08-10,30
184,力林,2025-08-11,27.8
184,力林,2025-08-12,28.2
184,力林,2025-08-13,30.1
184,力林,2025-08-14,31.2
184,力林,2025-08-15,31.6
184,力林,2025-08-16,31.7
184,力林,2025-08-17,31.9
184,力林,2025-08-18,32.2
184,力林,2025-08-19,32.4
184,力林,2025-08-20,32.7
184,力林,2025-08-21,32.8
184,力林,2025-08-22,32.9
184,力林,2025-08-23,33
184,力林,2025-08-24,32.8
184,力林,2025-08-25,32.1
184,力林,2025-08-26,32.7
184,力林,2025-08-27,33.2
184,力林,2025-08-28,32.7
184,力林,2025-08-29,32.6
184,力林,2025-08-30,32.6
184,力林,2025-08-31,31.9
184,力林,2025-09-01,31.7
184,力林,2025-09-02,31.1
184,力林,2025-09-03,30.2
184,力林,2025-09-04,30.8
184,力林,2025-09-05,30.8
184,力林,2025-09-06,30.7
184,力林,2025-09-07,31.2
184,力林,2025-09-08,30.9
184,力林,2025-09-09,29.2
184,力林,2025-09-10,28.3
184,力林,2025-09-11,28.5
184,力林,2025-09-12,28.9
184,力林,2025-09-13,29.2
184,力林,2025-09-14,29.5
184,力林,2025-09-15,29.4
184,力林,2025-09-16,30
184,力林,2025-09-17,30.1
184,力林,2025-09-18,29.7
184,力林,2025-09-19,29
184,力林,2025-09-20,28.1
184,力林,2025-09-21,26.9
184,力林,2025-09-22,27.2
184,力林,2025-09-23,26.7
184,力林,2025-09-24,27.9
184,力林,2025-09-25,28.2
184,力林,2025-09-26,27.8
184,力林,2025-09-27,27
184,力林,2025-09-28,26.4
184,力林,2025-09-29,26.9
184,力林,2025-09-30,25.8
184,力林,2025-10-01,25.4
184,力林,2025-10-02,25.5
184,力林,2025-10-03,25.1
184,力林,2025-10-04,26
184,力林,2025-10-05,26.6
184,力林,2025-10-06,26.8
184,力林,2025-10-07,26.9
184,力林,2025-10-08,26
184,力林,2025-10-09,25.9
184,力林,2025-10-10,25.7
184,力林,2025-10-11,26.1
184,力林,2025-10-12,26.4
184,力林,2025-10-13,27.2
184,力林,2025-10-14,26.7
184,力林,2025-10-15,26.3
184,力林,2025-10-16,25.8
184,力林,2025-10-17,25.3
184,力林,2025-10-18,24.7
184,力林,2025-10-19,23.5
184,力林,2025-10-20,22.4
184,力林,2025-10-21,21.4
184,力林,2025-10-22,21.1
184,力林,2025-10-23,21.8
184,力林,2025-10-24,22.1
184,力林,2025-10-25,21.8
184,力林,2025-10-26,21.1
184,力林,2025-10-27,20
184,力林,2025-10-28,19.1
184,力林,2025-10-29,18.5
184,力林,2025-10-30,19
184,力林,2025-10-31,19.7
184,力林,2025-11-01,19.2
184,力林,2025-11-02,18.8
184,力林,2025-11-03,18.3
184,力林,2025-11-04,18.4
184,力林,2025-11-05,18.8
184,力林,2025-11-06,19.2
184,力林,2025-11-07,19.4
184,力林,2025-11-08,18.7
184,力林,2025-11-09,19.1
184,力林,2025-11-10,18.1
184,力林,2025-11-11,16.6
184,力林,2025-11-12,16.3
184,力林,2025-11-13,16.7
184,力林,2025-11-14,16.6
184,力林,2025-11-15,16
184,力林,2025-11-16,16.2
184,力林,2025-11-17,16.3
184,力林,2025-11-18,14.2
184,力林,2025-11-19,12.5
184,力林,2025-11-20,12.5
184,力林,2025-11-21,13.2
184,力林,2025-11-22,13.7
184,力林,2025-11-23,13.4
184,力林,2025-11-24,14.7
184,力林,2025-11-25,14.1
184,力林,2025-11-26,13.3
184,力林,2025-11-27,12.6
184,力林,2025-11-28,12.5
184,力林,2025-11-29,12.1
184,力林,2025-11-30,13.4
