瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
184,力林,2015-05-23,14.59
184,力林,2015-05-24,28.32
184,力林,2015-05-25,29.05
184,力林,2015-05-26,27.52
184,力林,2015-05-27,15.85
184,力林,2015-05-28,26.18
184,力林,2015-05-29,23.8
184,力林,2015-05-30,5.04
184,力林,2015-05-31,26.11
184,力林,2015-06-01,26.87
184,力林,2015-06-02,6.36
184,力林,2015-06-03,27.88
184,力林,2015-06-04,28.6
184,力林,2015-06-05,11.28
184,力林,2015-06-06,28.36
184,力林,2015-06-07,13.66
184,力林,2015-06-08,7.35
184,力林,2015-06-09,17.31
184,力林,2015-06-10,22.07
184,力林,2015-06-11,9.64
184,力林,2015-06-12,26.55
184,力林,2015-06-13,13.26
184,力林,2015-06-14,19.99
184,力林,2015-06-15,17.52
184,力林,2015-06-16,16.75
184,力林,2015-06-17,4.71
184,力林,2015-06-18,14.21
184,力林,2015-06-19,26.97
184,力林,2015-06-20,13.42
184,力林,2015-06-21,27.62
184,力林,2015-06-22,6.31
184,力林,2015-06-23,16.12
184,力林,2015-06-24,3.96
184,力林,2015-06-25,8.49
184,力林,2015-06-26,10.38
184,力林,2015-06-27,4.9
184,力林,2015-06-28,24.11
184,力林,2015-06-29,21.15
184,力林,2015-06-30,3.54
184,力林,2015-07-01,21.81
184,力林,2015-07-02,19.84
184,力林,2015-07-03,18.11
184,力林,2015-07-04,15.88
184,力林,2015-07-05,16.87
184,力林,2015-07-06,7.16
184,力林,2015-07-07,3.04
184,力林,2015-07-08,14.74
184,力林,2015-07-09,24.08
184,力林,2015-07-10,8.04
184,力林,2015-07-11,3.16
184,力林,2015-07-12,4.41
184,力林,2015-07-13,27.32
184,力林,2015-07-14,22.54
184,力林,2015-07-15,25.36
184,力林,2015-07-16,22.1
184,力林,2015-07-17,23.2
184,力林,2015-07-18,25.71
184,力林,2015-07-19,26.43
184,力林,2015-07-20,20.12
184,力林,2015-07-21,18.26
184,力林,2015-07-22,9.5
184,力林,2015-07-23,21.96
184,力林,2015-07-24,20.21
184,力林,2015-07-25,27.91
184,力林,2015-07-26,27.05
184,力林,2015-07-27,20.77
184,力林,2015-07-28,21.3
184,力林,2015-07-29,26.09
184,力林,2015-07-30,24.49
184,力林,2015-07-31,26.47
184,力林,2015-08-01,26.33
184,力林,2015-08-02,25.98
184,力林,2015-08-03,26.5
184,力林,2015-08-04,27
184,力林,2015-08-05,24.48
184,力林,2015-08-06,24.38
184,力林,2015-08-07,16.24
184,力林,2015-08-08,20.19
184,力林,2015-08-09,24.53
184,力林,2015-08-10,16.95
184,力林,2015-08-11,9.68
184,力林,2015-08-12,3.57
184,力林,2015-08-13,23.01
184,力林,2015-08-14,25.26
184,力林,2015-08-15,26.2
184,力林,2015-08-16,7.13
184,力林,2015-08-17,22.87
184,力林,2015-08-18,19.85
184,力林,2015-08-19,7.47
184,力林,2015-08-20,12.73
184,力林,2015-08-21,11.91
184,力林,2015-08-22,4.94
184,力林,2015-08-23,8.54
184,力林,2015-08-24,3.66
184,力林,2015-08-25,6.27
184,力林,2015-08-26,24.7
184,力林,2015-08-27,21.89
184,力林,2015-08-28,22.11
184,力林,2015-08-29,13.71
184,力林,2015-08-30,12.48
184,力林,2015-08-31,9.51
184,力林,2015-09-01,22.34
184,力林,2015-09-02,21.29
184,力林,2015-09-03,22.16
184,力林,2015-09-04,23.55
184,力林,2015-09-05,4.14
184,力林,2015-09-06,18.75
184,力林,2015-09-07,17.36
184,力林,2015-09-08,23.84
184,力林,2015-09-09,21.01
184,力林,2015-09-10,23.39
184,力林,2015-09-11,23.11
184,力林,2015-09-12,3.09
184,力林,2015-09-13,23.44
184,力林,2015-09-14,14.98
184,力林,2015-09-15,10.89
184,力林,2015-09-16,1.71
184,力林,2015-09-17,22.12
184,力林,2015-09-18,19.49
184,力林,2015-09-19,21.3
184,力林,2015-09-20,16.94
184,力林,2015-09-21,20.37
184,力林,2015-09-22,18.17
184,力林,2015-09-23,2.85
184,力林,2015-09-24,8.22
184,力林,2015-09-25,13.37
184,力林,2015-09-26,19.99
184,力林,2015-09-27,18.17
184,力林,2015-09-28,19.56
184,力林,2015-09-29,16.44
184,力林,2015-09-30,2.51
184,力林,2015-10-01,3.6
184,力林,2015-10-02,21.08
184,力林,2015-10-03,20.37
184,力林,2015-10-04,15.13
184,力林,2015-10-05,15.48
184,力林,2015-10-06,19.66
184,力林,2015-10-07,18.12
184,力林,2015-10-08,9.55
184,力林,2015-10-09,16.87
184,力林,2015-10-10,15.78
184,力林,2015-10-11,15.21
184,力林,2015-10-12,16.86
184,力林,2015-10-13,18.06
184,力林,2015-10-14,18.21
184,力林,2015-10-15,13.84
184,力林,2015-10-16,16.92
184,力林,2015-10-17,16.46
184,力林,2015-10-18,17.35
184,力林,2015-10-19,16.69
184,力林,2015-10-20,11.45
184,力林,2015-10-21,13
184,力林,2015-10-22,14.14
184,力林,2015-10-23,14.72
184,力林,2015-10-24,14.95
184,力林,2015-10-25,15.67
184,力林,2015-10-26,15.44
184,力林,2015-10-27,3.49
184,力林,2015-10-28,14.39
184,力林,2015-10-29,7.58
184,力林,2015-10-30,9.89
184,力林,2015-10-31,15.33
184,力林,2015-11-01,3.07
184,力林,2015-11-02,11.2
184,力林,2015-11-03,15.08
184,力林,2015-11-04,14.8
184,力林,2015-11-05,6.55
184,力林,2015-11-06,9.39
184,力林,2015-11-07,1.83
184,力林,2015-11-08,1.59
184,力林,2015-11-09,1.22
184,力林,2015-11-10,6.38
184,力林,2015-11-11,2.02
184,力林,2015-11-12,9.21
184,力林,2015-11-13,1.16
184,力林,2015-11-14,1.71
184,力林,2015-11-15,13.81
184,力林,2015-11-16,4.08
184,力林,2015-11-17,2.17
184,力林,2015-11-18,.84
184,力林,2015-11-19,1.71
184,力林,2015-11-20,5.78
184,力林,2015-11-21,6.37
184,力林,2015-11-22,9.35
184,力林,2015-11-23,2.16
184,力林,2015-11-24,8.53
184,力林,2015-11-25,1.77
184,力林,2015-11-26,2.8
184,力林,2015-11-27,1.89
184,力林,2015-11-28,6.54
184,力林,2015-11-29,6.44
184,力林,2015-11-30,6.01
184,力林,2015-12-01,11.29
184,力林,2015-12-02,3.79
184,力林,2015-12-03,3.61
184,力林,2015-12-04,2.09
184,力林,2015-12-05,3.15
184,力林,2015-12-06,.85
184,力林,2015-12-07,8.68
184,力林,2015-12-08,6.89
184,力林,2015-12-09,9.63
184,力林,2015-12-10,1.24
184,力林,2015-12-11,3.11
184,力林,2015-12-12,4.77
184,力林,2015-12-13,6
184,力林,2015-12-14,3.42
184,力林,2015-12-15,1.14
184,力林,2015-12-16,3.39
184,力林,2015-12-17,3.68
184,力林,2015-12-18,1.23
184,力林,2015-12-19,7.09
184,力林,2015-12-20,2.7
184,力林,2015-12-21,3.67
184,力林,2015-12-22,9.93
184,力林,2015-12-23,2.47
184,力林,2015-12-24,2.91
184,力林,2015-12-25,8.05
184,力林,2015-12-26,8.16
184,力林,2015-12-27,3.63
184,力林,2015-12-28,2.04
184,力林,2015-12-29,4.03
184,力林,2015-12-30,8.22
184,力林,2015-12-31,2.85
184,力林,2016-01-01,5.92
184,力林,2016-01-02,6.03
184,力林,2016-01-03,8.12
184,力林,2016-01-04,6.55
184,力林,2016-01-05,.61
184,力林,2016-01-06,4.54
184,力林,2016-01-07,2.29
184,力林,2016-01-08,3.48
184,力林,2016-01-09,3.23
184,力林,2016-01-10,7.89
184,力林,2016-01-11,5.93
184,力林,2016-01-12,3.25
184,力林,2016-01-13,3.34
184,力林,2016-01-14,7.02
184,力林,2016-01-15,7.48
184,力林,2016-01-16,8.47
184,力林,2016-01-17,.86
184,力林,2016-01-18,2.76
184,力林,2016-01-19,5.27
184,力林,2016-01-20,2.59
184,力林,2016-01-21,2.63
184,力林,2016-01-22,8.96
184,力林,2016-01-23,1.23
184,力林,2016-01-24,3.84
184,力林,2016-01-25,4.23
184,力林,2016-01-26,4.76
184,力林,2016-01-27,4.4
184,力林,2016-01-28,2.03
184,力林,2016-01-29,.98
184,力林,2016-01-30,1.32
184,力林,2016-01-31,2.74
184,力林,2016-02-01,1.43
184,力林,2016-02-02,6.45
184,力林,2016-02-03,11.02
184,力林,2016-02-04,10.5
184,力林,2016-02-05,11.53
184,力林,2016-02-06,2.61
184,力林,2016-02-07,5.62
184,力林,2016-02-08,12.4
184,力林,2016-02-09,14.98
184,力林,2016-02-10,14.01
184,力林,2016-02-11,8.96
184,力林,2016-02-12,1.33
184,力林,2016-02-13,4.5
184,力林,2016-02-14,3.23
184,力林,2016-02-15,7.95
184,力林,2016-02-16,5.2
184,力林,2016-02-17,10.98
184,力林,2016-02-18,16.18
184,力林,2016-02-19,6.41
184,力林,2016-02-20,12.14
184,力林,2016-02-21,13.62
184,力林,2016-02-22,4.63
184,力林,2016-02-23,12.3
184,力林,2016-02-24,6.81
184,力林,2016-02-25,12
184,力林,2016-02-26,15.16
184,力林,2016-02-27,11.93
184,力林,2016-02-28,15.51
184,力林,2016-02-29,9.58
184,力林,2016-03-01,14.21
184,力林,2016-03-02,18.66
184,力林,2016-03-03,14.57
184,力林,2016-03-04,13.69
184,力林,2016-03-05,8.89
184,力林,2016-03-06,8.64
184,力林,2016-03-07,13.65
184,力林,2016-03-08,1.86
184,力林,2016-03-09,17.68
184,力林,2016-03-10,14.55
184,力林,2016-03-11,16.33
184,力林,2016-03-12,19.04
184,力林,2016-03-13,2.78
184,力林,2016-03-14,11.41
184,力林,2016-03-15,20.98
184,力林,2016-03-16,19.35
184,力林,2016-03-17,18.78
184,力林,2016-03-18,12.8
184,力林,2016-03-19,17.04
184,力林,2016-03-20,15.57
184,力林,2016-03-21,20.97
184,力林,2016-03-22,21.06
184,力林,2016-03-23,18.81
184,力林,2016-03-24,20.88
184,力林,2016-03-25,16.66
184,力林,2016-03-26,22.38
184,力林,2016-03-27,20.77
184,力林,2016-03-28,21.18
184,力林,2016-03-29,12.96
184,力林,2016-03-30,18.17
184,力林,2016-03-31,5.16
184,力林,2016-04-01,22.13
184,力林,2016-04-02,20.63
184,力林,2016-04-03,2.38
184,力林,2016-04-04,3.79
184,力林,2016-04-05,15.81
184,力林,2016-04-06,4.86
184,力林,2016-04-07,9.35
184,力林,2016-04-08,16.14
184,力林,2016-04-09,23.79
184,力林,2016-04-10,20.43
184,力林,2016-04-11,19.86
184,力林,2016-04-12,17.77
184,力林,2016-04-13,6.75
184,力林,2016-04-14,22.03
184,力林,2016-04-15,25.78
184,力林,2016-04-16,5.26
184,力林,2016-04-17,17.15
184,力林,2016-04-18,17.26
184,力林,2016-04-19,24.46
184,力林,2016-04-20,17.37
184,力林,2016-04-21,10.08
184,力林,2016-04-22,24.78
184,力林,2016-04-23,5.59
184,力林,2016-04-24,24.45
184,力林,2016-04-25,23.67
184,力林,2016-04-26,18.2
184,力林,2016-04-27,2.43
184,力林,2016-04-28,6.49
184,力林,2016-04-29,27.82
184,力林,2016-04-30,26.58
184,力林,2016-05-01,25.82
184,力林,2016-05-02,7.25
184,力林,2016-05-03,13.16
184,力林,2016-05-04,27.91
184,力林,2016-05-05,11.66
184,力林,2016-05-06,19.37
184,力林,2016-05-07,23.69
184,力林,2016-05-08,12.07
184,力林,2016-05-09,5.95
184,力林,2016-05-10,2.73
184,力林,2016-05-11,24.86
184,力林,2016-05-12,29.01
184,力林,2016-05-13,18.87
184,力林,2016-05-14,22.26
184,力林,2016-05-15,27.82
184,力林,2016-05-16,24.54
184,力林,2016-05-17,29.07
184,力林,2016-05-18,28.46
184,力林,2016-05-19,21.78
184,力林,2016-05-20,27.53
184,力林,2016-05-21,19.91
184,力林,2016-05-22,10.16
184,力林,2016-05-23,26.98
184,力林,2016-05-24,4.48
184,力林,2016-05-25,26.78
184,力林,2016-05-26,18.26
184,力林,2016-05-27,15.88
184,力林,2016-05-28,10.25
184,力林,2016-05-29,4.55
184,力林,2016-05-30,29.04
184,力林,2016-05-31,21.8
184,力林,2016-06-01,12.84
184,力林,2016-06-02,28.7
184,力林,2016-06-03,21.02
184,力林,2016-06-04,3.75
184,力林,2016-06-05,11.05
184,力林,2016-06-06,5.03
184,力林,2016-06-07,16.24
184,力林,2016-06-08,6.87
184,力林,2016-06-09,17.57
184,力林,2016-06-10,26.53
184,力林,2016-06-11,20.56
184,力林,2016-06-12,5.6
184,力林,2016-06-13,15.93
184,力林,2016-06-14,25.34
184,力林,2016-06-15,20.26
184,力林,2016-06-16,10.94
184,力林,2016-06-17,27.45
184,力林,2016-06-18,14.93
184,力林,2016-06-19,20.17
184,力林,2016-06-20,6.04
184,力林,2016-06-21,18.96
184,力林,2016-06-22,4.4
184,力林,2016-06-23,21.4
184,力林,2016-06-24,7.88
184,力林,2016-06-25,13.51
184,力林,2016-06-26,27.84
184,力林,2016-06-27,4.67
184,力林,2016-06-28,5.9
184,力林,2016-06-29,8.13
184,力林,2016-06-30,21.87
184,力林,2016-07-01,5.66
184,力林,2016-07-02,7.04
184,力林,2016-07-03,7.44
184,力林,2016-07-04,20.07
184,力林,2016-07-05,28.28
184,力林,2016-07-06,28.58
184,力林,2016-07-07,23.33
184,力林,2016-07-08,23.52
184,力林,2016-07-09,26.41
184,力林,2016-07-10,5.41
184,力林,2016-07-11,7.72
184,力林,2016-07-12,3.15
184,力林,2016-07-13,11.88
184,力林,2016-07-14,23.41
184,力林,2016-07-15,21.45
184,力林,2016-07-16,13.46
184,力林,2016-07-17,18.04
184,力林,2016-07-18,14.41
184,力林,2016-07-19,22.53
184,力林,2016-07-20,26.93
184,力林,2016-07-21,25.82
184,力林,2016-07-22,27.17
184,力林,2016-07-23,26.28
184,力林,2016-07-24,25.8
184,力林,2016-07-25,24.04
184,力林,2016-07-26,25.37
184,力林,2016-07-27,23.98
184,力林,2016-07-28,19.67
184,力林,2016-07-29,24.6
184,力林,2016-07-30,25.45
184,力林,2016-07-31,23.65
184,力林,2016-08-01,21.08
184,力林,2016-08-02,15.17
184,力林,2016-08-03,6.73
184,力林,2016-08-04,16.37
184,力林,2016-08-05,19.59
184,力林,2016-08-06,21.93
184,力林,2016-08-07,22.74
184,力林,2016-08-08,21.48
184,力林,2016-08-09,24.23
184,力林,2016-08-10,24.99
184,力林,2016-08-11,25.62
184,力林,2016-08-12,25.12
184,力林,2016-08-13,26
184,力林,2016-08-14,25.47
184,力林,2016-08-15,21.2
184,力林,2016-08-16,24.16
184,力林,2016-08-17,20.33
184,力林,2016-08-18,23.84
184,力林,2016-08-19,15.09
184,力林,2016-08-20,16.43
184,力林,2016-08-21,23.85
184,力林,2016-08-22,24.39
184,力林,2016-08-23,20
184,力林,2016-08-24,23.56
184,力林,2016-08-25,19.43
184,力林,2016-08-26,23.18
184,力林,2016-08-27,3.64
184,力林,2016-08-28,11.66
184,力林,2016-08-29,22.58
184,力林,2016-08-30,19.25
184,力林,2016-08-31,22.23
184,力林,2016-09-01,18.71
184,力林,2016-09-02,4.6
184,力林,2016-09-03,12.93
184,力林,2016-09-04,20.18
184,力林,2016-09-05,16.92
184,力林,2016-09-06,7.51
184,力林,2016-09-07,5.28
184,力林,2016-09-08,20.56
184,力林,2016-09-09,21.8
184,力林,2016-09-10,14.07
184,力林,2016-09-11,10.83
184,力林,2016-09-12,13.24
184,力林,2016-09-13,22.49
184,力林,2016-09-14,10.95
184,力林,2016-09-15,12.05
184,力林,2016-09-16,6.67
184,力林,2016-09-17,4.63
184,力林,2016-09-18,9.39
184,力林,2016-09-19,1.41
184,力林,2016-09-20,22.04
184,力林,2016-09-21,17.43
184,力林,2016-09-22,18.57
184,力林,2016-09-23,14.61
184,力林,2016-09-24,20.03
184,力林,2016-09-25,15.56
184,力林,2016-09-26,6.06
184,力林,2016-09-27,12.66
184,力林,2016-09-28,.76
184,力林,2016-09-29,2.43
184,力林,2016-09-30,2.71
184,力林,2016-10-01,5.62
184,力林,2016-10-02,17.4
184,力林,2016-10-03,13.56
184,力林,2016-10-04,3.68
184,力林,2016-10-05,13.88
184,力林,2016-10-06,19.53
184,力林,2016-10-07,5.43
184,力林,2016-10-08,1.38
184,力林,2016-10-09,19.62
184,力林,2016-10-10,16.92
184,力林,2016-10-11,4.75
184,力林,2016-10-12,10.7
184,力林,2016-10-13,5.76
184,力林,2016-10-14,16.37
184,力林,2016-10-15,10.75
184,力林,2016-10-16,5.73
184,力林,2016-10-17,14.94
184,力林,2016-10-18,12.87
184,力林,2016-10-19,8.62
184,力林,2016-10-20,5.02
184,力林,2016-10-21,2.58
184,力林,2016-10-22,1.38
184,力林,2016-10-23,3.97
184,力林,2016-10-24,10.83
184,力林,2016-10-25,5.26
184,力林,2016-10-26,7.79
184,力林,2016-10-27,6.83
184,力林,2016-10-28,1.8
184,力林,2016-10-29,6.99
184,力林,2016-10-30,12.95
184,力林,2016-10-31,3.4
184,力林,2016-11-01,8.3
184,力林,2016-11-02,14.25
184,力林,2016-11-03,8.14
184,力林,2016-11-04,14.1
184,力林,2016-11-05,14.8
184,力林,2016-11-06,12.07
184,力林,2016-11-07,13.56
184,力林,2016-11-08,2.94
184,力林,2016-11-09,14.81
184,力林,2016-11-10,2.86
184,力林,2016-11-11,11.52
184,力林,2016-11-12,13.37
184,力林,2016-11-13,5.59
184,力林,2016-11-14,6.17
184,力林,2016-11-15,13.5
184,力林,2016-11-16,13.66
184,力林,2016-11-17,7.37
184,力林,2016-11-18,5.31
184,力林,2016-11-19,2.07
184,力林,2016-11-20,4.67
184,力林,2016-11-21,3.58
184,力林,2016-11-22,2.03
184,力林,2016-11-23,8.57
184,力林,2016-11-24,5.87
184,力林,2016-11-25,9.71
184,力林,2016-11-26,1.73
184,力林,2016-11-27,5.11
184,力林,2016-11-28,6.51
184,力林,2016-11-29,12.37
184,力林,2016-11-30,2.86
184,力林,2016-12-01,7.68
184,力林,2016-12-02,12.34
184,力林,2016-12-03,10.56
184,力林,2016-12-04,2.99
184,力林,2016-12-05,7.51
184,力林,2016-12-06,8.63
184,力林,2016-12-07,8.88
184,力林,2016-12-08,10.12
184,力林,2016-12-09,6.82
184,力林,2016-12-10,10.85
184,力林,2016-12-11,11.58
184,力林,2016-12-12,4.04
184,力林,2016-12-13,2.47
184,力林,2016-12-14,1.49
184,力林,2016-12-15,3.11
184,力林,2016-12-16,2.79
184,力林,2016-12-17,10.99
184,力林,2016-12-18,10.82
184,力林,2016-12-19,2.14
184,力林,2016-12-20,6.58
184,力林,2016-12-21,2.46
184,力林,2016-12-22,.85
184,力林,2016-12-23,3.39
184,力林,2016-12-24,4.23
184,力林,2016-12-25,8.21
184,力林,2016-12-26,1.36
184,力林,2016-12-27,2.87
184,力林,2016-12-28,10.94
184,力林,2016-12-29,3.92
184,力林,2016-12-30,12.04
184,力林,2016-12-31,10.5
184,力林,2017-01-01,11.54
184,力林,2017-01-02,3.59
184,力林,2017-01-03,11.87
184,力林,2017-01-04,10.29
184,力林,2017-01-05,3.21
184,力林,2017-01-06,9.02
184,力林,2017-01-07,2.18
184,力林,2017-01-08,2.8
184,力林,2017-01-09,2.59
184,力林,2017-01-10,2.4
184,力林,2017-01-11,6.58
184,力林,2017-01-12,7.77
184,力林,2017-01-13,6.23
184,力林,2017-01-14,3.25
184,力林,2017-01-15,8.71
184,力林,2017-01-16,5.46
184,力林,2017-01-17,8.68
184,力林,2017-01-18,4.6
184,力林,2017-01-19,6.18
184,力林,2017-01-20,5.5
184,力林,2017-01-21,3.52
184,力林,2017-01-22,4.5
184,力林,2017-01-23,4.55
184,力林,2017-01-24,3.76
184,力林,2017-01-25,10.22
184,力林,2017-01-26,13.82
184,力林,2017-01-27,9.57
184,力林,2017-01-28,13.22
184,力林,2017-01-29,4.19
184,力林,2017-01-30,3.93
184,力林,2017-01-31,7.7
184,力林,2017-02-01,4.71
184,力林,2017-02-02,15.6
184,力林,2017-02-03,10.35
184,力林,2017-02-04,3.25
184,力林,2017-02-05,2.36
184,力林,2017-02-06,10.42
184,力林,2017-02-07,15.33
184,力林,2017-02-08,5.06
184,力林,2017-02-09,5.32
184,力林,2017-02-10,5.3
184,力林,2017-02-11,2.5
184,力林,2017-02-12,13.46
184,力林,2017-02-13,15.81
184,力林,2017-02-14,16.62
184,力林,2017-02-15,17.09
184,力林,2017-02-16,15.28
184,力林,2017-02-17,11.15
184,力林,2017-02-18,12.05
184,力林,2017-02-19,15.68
184,力林,2017-02-20,5.87
184,力林,2017-02-21,17.51
184,力林,2017-02-22,1.75
184,力林,2017-02-23,10.37
184,力林,2017-02-24,16.18
184,力林,2017-02-25,14.11
184,力林,2017-02-26,12.73
184,力林,2017-02-27,13.06
184,力林,2017-02-28,18.93
184,力林,2017-03-01,14.12
184,力林,2017-03-02,5.77
184,力林,2017-03-03,19.19
184,力林,2017-03-04,17.68
184,力林,2017-03-05,11.66
184,力林,2017-03-06,19.95
184,力林,2017-03-07,6.59
184,力林,2017-03-08,12.18
184,力林,2017-03-09,20.58
184,力林,2017-03-10,18.95
184,力林,2017-03-11,20.84
184,力林,2017-03-12,17.95
184,力林,2017-03-13,8.89
184,力林,2017-03-14,21.68
184,力林,2017-03-15,21.57
184,力林,2017-03-16,10.18
184,力林,2017-03-17,21.83
184,力林,2017-03-18,6.5
184,力林,2017-03-19,19.45
184,力林,2017-03-20,1.92
184,力林,2017-03-21,20.52
184,力林,2017-03-22,11.3
184,力林,2017-03-23,7.13
184,力林,2017-03-24,8.68
184,力林,2017-03-25,3.01
184,力林,2017-03-26,6.69
184,力林,2017-03-27,17.62
184,力林,2017-03-28,20.51
184,力林,2017-03-29,14.89
184,力林,2017-03-30,20.88
184,力林,2017-03-31,5.08
184,力林,2017-04-01,16.51
184,力林,2017-04-02,21.32
184,力林,2017-04-03,24.87
184,力林,2017-04-04,21.14
184,力林,2017-04-05,3
184,力林,2017-04-06,2.34
184,力林,2017-04-07,15.21
184,力林,2017-04-08,19.6
184,力林,2017-04-09,7.26
184,力林,2017-04-10,2.97
184,力林,2017-04-11,16.45
184,力林,2017-04-12,22.43
184,力林,2017-04-13,25.44
184,力林,2017-04-14,25.57
184,力林,2017-04-15,22.09
184,力林,2017-04-16,23.42
184,力林,2017-04-17,3.55
184,力林,2017-04-18,21.78
184,力林,2017-04-19,24.75
184,力林,2017-04-20,10.5
184,力林,2017-04-21,10.87
184,力林,2017-04-22,24.52
184,力林,2017-04-23,26.34
184,力林,2017-04-24,27.2
184,力林,2017-04-25,13.42
184,力林,2017-04-26,9.77
184,力林,2017-04-27,23.91
184,力林,2017-04-28,26.97
184,力林,2017-04-29,26.82
184,力林,2017-04-30,25.74
184,力林,2017-05-01,21.42
184,力林,2017-05-02,16.06
184,力林,2017-05-03,25.32
184,力林,2017-05-04,22.83
184,力林,2017-05-05,15.64
184,力林,2017-05-06,21.6
184,力林,2017-05-07,27.84
184,力林,2017-05-08,13.23
184,力林,2017-05-09,7.48
184,力林,2017-05-10,15.53
184,力林,2017-05-11,23.96
184,力林,2017-05-12,4.35
184,力林,2017-05-13,26.11
184,力林,2017-05-14,28.73
184,力林,2017-05-15,24.77
184,力林,2017-05-16,19.81
184,力林,2017-05-17,28.6
184,力林,2017-05-18,28.79
184,力林,2017-05-19,28.04
184,力林,2017-05-20,20.37
184,力林,2017-05-21,18.54
184,力林,2017-05-22,26.39
184,力林,2017-05-23,18.92
184,力林,2017-05-24,14.6
184,力林,2017-05-25,24.15
184,力林,2017-05-26,30.59
184,力林,2017-05-27,29.95
184,力林,2017-05-28,26.42
184,力林,2017-05-29,28.02
184,力林,2017-05-30,23.7
184,力林,2017-05-31,20.35
184,力林,2017-06-01,16.45
184,力林,2017-06-02,29.71
184,力林,2017-06-03,25.53
184,力林,2017-06-04,29.59
184,力林,2017-06-05,23.35
184,力林,2017-06-06,4.85
184,力林,2017-06-07,16.74
184,力林,2017-06-08,28.93
184,力林,2017-06-09,26.51
184,力林,2017-06-10,13.63
184,力林,2017-06-11,17.45
184,力林,2017-06-12,13.64
184,力林,2017-06-13,23.08
184,力林,2017-06-14,29.45
184,力林,2017-06-15,26.82
184,力林,2017-06-16,27.43
184,力林,2017-06-17,27.26
184,力林,2017-06-18,27.65
184,力林,2017-06-19,24.08
184,力林,2017-06-20,4.17
184,力林,2017-06-21,19.75
184,力林,2017-06-22,24.49
184,力林,2017-06-23,16.14
184,力林,2017-06-24,11.93
184,力林,2017-06-25,11.89
184,力林,2017-06-26,12.38
184,力林,2017-06-27,15.86
184,力林,2017-06-28,13.94
184,力林,2017-06-29,2.34
184,力林,2017-06-30,19.87
184,力林,2017-07-01,19.73
184,力林,2017-07-02,25.69
184,力林,2017-07-03,17.86
184,力林,2017-07-04,24.87
184,力林,2017-07-05,19.35
184,力林,2017-07-06,16.44
184,力林,2017-07-07,21.59
184,力林,2017-07-08,11.76
184,力林,2017-07-09,20.68
184,力林,2017-07-10,21.69
184,力林,2017-07-11,7.89
184,力林,2017-07-12,25.8
184,力林,2017-07-13,10.08
184,力林,2017-07-14,22.51
184,力林,2017-07-15,19.57
184,力林,2017-07-16,24.71
184,力林,2017-07-17,20.29
184,力林,2017-07-18,7.21
184,力林,2017-07-19,24.67
184,力林,2017-07-20,23.1
184,力林,2017-07-21,26.48
184,力林,2017-07-22,26.66
184,力林,2017-07-23,19.09
184,力林,2017-07-24,25.32
184,力林,2017-07-25,22.46
184,力林,2017-07-26,3.07
184,力林,2017-07-27,24.97
184,力林,2017-07-28,24.66
184,力林,2017-07-29,22.4
184,力林,2017-07-30,18.93
184,力林,2017-07-31,17.67
184,力林,2017-08-01,21.04
184,力林,2017-08-02,25.43
184,力林,2017-08-03,24.11
184,力林,2017-08-04,25.34
184,力林,2017-08-05,24
184,力林,2017-08-06,21.33
184,力林,2017-08-07,24.2
184,力林,2017-08-08,8.6
184,力林,2017-08-09,12.63
184,力林,2017-08-10,19.52
184,力林,2017-08-11,24.7
184,力林,2017-08-12,18.51
184,力林,2017-08-13,8.04
184,力林,2017-08-14,9.89
184,力林,2017-08-15,18.35
184,力林,2017-08-16,23.61
184,力林,2017-08-17,21.84
184,力林,2017-08-18,19.2
184,力林,2017-08-19,10.68
184,力林,2017-08-20,18.36
184,力林,2017-08-21,18.32
184,力林,2017-08-22,22.92
184,力林,2017-08-23,22.52
184,力林,2017-08-24,24.96
184,力林,2017-08-25,19.12
184,力林,2017-08-26,24.03
184,力林,2017-08-27,24.25
184,力林,2017-08-28,24.22
184,力林,2017-08-29,18.09
184,力林,2017-08-30,19.17
184,力林,2017-08-31,22.24
184,力林,2017-09-01,23.62
184,力林,2017-09-02,15.79
184,力林,2017-09-03,20.09
184,力林,2017-09-04,5.39
184,力林,2017-09-05,8.87
184,力林,2017-09-06,15.44
184,力林,2017-09-07,6.18
184,力林,2017-09-08,22.85
184,力林,2017-09-09,16.76
184,力林,2017-09-10,17.95
184,力林,2017-09-11,7.51
184,力林,2017-09-12,22.58
184,力林,2017-09-13,22.94
184,力林,2017-09-14,14.07
184,力林,2017-09-15,5.03
184,力林,2017-09-16,2.14
184,力林,2017-09-17,8.78
184,力林,2017-09-18,20.94
184,力林,2017-09-19,12.14
184,力林,2017-09-20,5.47
184,力林,2017-09-21,14.4
184,力林,2017-09-22,13.6
184,力林,2017-09-23,8.63
184,力林,2017-09-24,16.06
184,力林,2017-09-25,14.01
184,力林,2017-09-26,12.99
184,力林,2017-09-27,2.87
184,力林,2017-09-28,15.61
184,力林,2017-09-29,20.7
184,力林,2017-09-30,20.6
184,力林,2017-10-01,1.96
184,力林,2017-10-02,4.21
184,力林,2017-10-03,14.27
184,力林,2017-10-04,7.26
184,力林,2017-10-05,4.89
184,力林,2017-10-06,3.62
184,力林,2017-10-07,14.75
184,力林,2017-10-08,17.75
184,力林,2017-10-09,18.44
184,力林,2017-10-10,18.06
184,力林,2017-10-11,4.58
184,力林,2017-10-12,2.46
